Census year,Block ID,Property ID,Base property ID,Street address,CLUE small area,Trading name,Number of patrons,x coordinate,y coordinate,Location
2002,115,103293,103293,502-504 Elizabeth Street,Melbourne (CBD),Stork Hotel,180,144.9603498,-37.80719768,"(-37.80719768, 144.9603498)"
2002,115,104103,104103,34-38 Franklin Street,Melbourne (CBD),Mac's Hotel,125,144.9616126,-37.80752292,"(-37.80752292, 144.9616126)"
2002,62,105384,105384,204-208 King Street,Melbourne (CBD),Great Western Hotel,383,144.9554836,-37.81521196,"(-37.81521196, 144.9554836)"
2002,74,104662,104662,106-112 Hardware Street,Melbourne (CBD),Pugg Mahones Irish Bar,200,144.9606805,-37.81213605,"(-37.81213605, 144.9606805)"
2002,84,105449,105449,293-299 La Trobe Street,Melbourne (CBD),Duke of Kent Hotel,160,144.9605086,-37.81081439,"(-37.81081439, 144.9605086)"
2002,78,103618,103618,242-284 Exhibition Street,Melbourne (CBD),Coopers Inn,400,144.9699756,-37.80941489,"(-37.80941489, 144.9699756)"
2002,753,110606,110380,3 Southgate Avenue,Southbank,P J O'Briens Irish Pub,300,144.9662623,-37.82066923,"(-37.82066923, 144.9662623)"
2002,48,105968,105968,62-66 Little Collins Street,Melbourne (CBD),Bridie O'Reillys,300,144.971442,-37.81280958,"(-37.81280958, 144.971442)"
2002,48,108983,108983,103-137 Spring Street,Melbourne (CBD),Hard Rock Cafe,500,144.9729245,-37.81199351,"(-37.81199351, 144.9729245)"
2002,48,101109,101109,39-43 Bourke Street,Melbourne (CBD),Spleen Central,100,144.9720472,-37.81193572,"(-37.81193572, 144.9720472)"
2002,58,105828,105828,19-25 Little Bourke Street,Melbourne (CBD),Cheers Bar & Grill,350,144.9719903,-37.81074304,"(-37.81074304, 144.9719903)"
2002,58,101238,101238,2-8 Bourke Street,Melbourne (CBD),Imperial Hotel,350,144.972676,-37.8112003,"(-37.8112003, 144.972676)"
2002,77,108580,108580,244-246 Russell Street,Melbourne (CBD),Jagulla,200,144.9673261,-37.81047422,"(-37.81047422, 144.9673261)"
2002,87,101023,101023,25 Bennetts Lane,Melbourne (CBD),Bennetts Lane Jazz Club,360,144.967558,-37.80889245,"(-37.80889245, 144.967558)"
2002,16,103938,103938,187 Flinders Lane,Melbourne (CBD),Adelphi Hotel,80,144.9683751,-37.81635789,"(-37.81635789, 144.9683751)"
2002,46,108536,108536,115-127 Russell Street,Melbourne (CBD),Portland Hotel,414,144.9681892,-37.81367486,"(-37.81367486, 144.9681892)"
2002,114,109493,109493,143-151 Therry Street,Melbourne (CBD),Mercat Cross Hotel,230,144.9583711,-37.80792152,"(-37.80792152, 144.9583711)"
2011,85,102596,102596,22 Drewery Place,Melbourne (CBD),Sister Bellas,80,144.9638158,-37.81135,"(-37.81135, 144.9638158)"
2002,78,110716,105763,42-44 Lonsdale Street,Melbourne (CBD),44 Bar,260,144.971034,-37.80912054,"(-37.80912054, 144.971034)"
2006,58,103621,103621,174-192 Exhibition Street,Melbourne (CBD),Rydges Melbourne Hotel,100,144.9706454,-37.81121462,"(-37.81121462, 144.9706454)"
2006,77,108573,108573,270 Russell Street,Melbourne (CBD),So'bar,90,144.9671591,-37.81011116,"(-37.81011116, 144.9671591)"
2006,345,103402,103402,33 Errol Street,North Melbourne,Townhall Hotel North Melbourne,220,144.9489068,-37.80414139,"(-37.80414139, 144.9489068)"
2006,255,101593,101593,91-95 Cardigan Street,Carlton,Hotel Lincoln,50,144.9645057,-37.80448528,"(-37.80448528, 144.9645057)"
2008,12,105399,105399,26-32 King Street,Melbourne (CBD),Fourth Watch,222,144.957466,-37.81952934,"(-37.81952934, 144.957466)"
2008,54,109954,109954,15-19 Warburton Lane,Melbourne (CBD),Murmur,50,144.9618462,-37.81381239,"(-37.81381239, 144.9618462)"
2008,801,559161,559161,3-7 Riverside Quay,Southbank,Belgian Beer Cafe Eureka,638,144.9645668,-37.82166549,"(-37.82166549, 144.9645668)"
2008,6,578321,573333,2 Swanston Street,Melbourne (CBD),Beer De Luxe,355,144.9699175,-37.81784465,"(-37.81784465, 144.9699175)"
2008,33,108065,108065,93-95 Queen Street,Melbourne (CBD),Basemint Louge Bar,167,144.9609695,-37.81637876,"(-37.81637876, 144.9609695)"
2008,424,109706,109706,297-307 Victoria Street,West Melbourne (Residential),Jawa Bar,40,144.9513664,-37.80562951,"(-37.80562951, 144.9513664)"
2006,228,101450,101450,223-227 Canning Street,Carlton,Dan O'Connell Hotel,600,144.9733817,-37.79303229,"(-37.79303229, 144.9733817)"
2008,27,102064,102064,69-73 Collins Street,Melbourne (CBD),The Trader Bar,200,144.9713489,-37.8143446,"(-37.8143446, 144.9713489)"
2011,43,101154,101154,483-501 Bourke Street,Melbourne (CBD),RACV City Club,410,144.9595925,-37.81587957,"(-37.81587957, 144.9595925)"
2006,347,110920,110920,161-163 Errol Street,North Melbourne,Limerick Castle Hotel & Restaurant,50,144.9496139,-37.80114341,"(-37.80114341, 144.9496139)"
2006,78,108991,108991,267-271 Spring Street,Melbourne (CBD),Elm's Family Hotel,200,144.9714481,-37.8086111,"(-37.8086111, 144.9714481)"
2006,84,103207,103207,315-321 Elizabeth Street,Melbourne (CBD),The Meeting Place,250,144.9614724,-37.81124935,"(-37.81124935, 144.9614724)"
2006,377,102236,102236,56-58 Courtney Street,North Melbourne,The Castle Hotel,317,144.953035,-37.8008985,"(-37.8008985, 144.953035)"
2006,376,508976,110862,42 Courtney Street,North Melbourne,Metropolitan Hotel,120,144.9540178,-37.80139544,"(-37.80139544, 144.9540178)"
2006,25,103964,103964,30-44 Manchester Lane,Melbourne (CBD),Manchester Lane,250,144.9662007,-37.81642646,"(-37.81642646, 144.9662007)"
2008,1108,573414,573414,788-812 Bourke Street,Docklands,Watermark Bar,300,144.9451224,-37.81888389,"(-37.81888389, 144.9451224)"
2008,95,109314,109314,401-405 Swanston Street,Melbourne (CBD),Red Love Cocktail Bar Musicroom,110,144.963217,-37.80904283,"(-37.80904283, 144.963217)"
2008,6,578325,573333,2 Swanston Street,Melbourne (CBD),The big Group,350,144.9699175,-37.81784465,"(-37.81784465, 144.9699175)"
2008,57,101214,101214,146-150 Bourke Street,Melbourne (CBD),FM Karaoke Bar,100,144.9687387,-37.81235798,"(-37.81235798, 144.9687387)"
2008,61,105858,105858,590-592 Little Bourke Street,Melbourne (CBD),POD Nite Club ,700,144.9546987,-37.81533836,"(-37.81533836, 144.9546987)"
2008,67,102199,102199,16-20 Corrs Lane,Melbourne (CBD),Eurotrash Cafeteria & Bar,569,144.9683854,-37.81112914,"(-37.81112914, 144.9683854)"
2008,71,105318,105318,277-287 King Street,Melbourne (CBD),Hotel Sophia,116,144.9541999,-37.81367535,"(-37.81367535, 144.9541999)"
2008,13,106435,106435,21-31 Market Street,Melbourne (CBD),The Trust Bar,350,144.9604206,-37.81864585,"(-37.81864585, 144.9604206)"
2008,14,103172,103172,31-39 Elizabeth Street,Melbourne (CBD),The Joint,329,144.9643316,-37.81741878,"(-37.81741878, 144.9643316)"
2006,861,102503,102503,161-173 Domain Road,South Yarra,Botanical Hotel,245,144.9816996,-37.83431735,"(-37.83431735, 144.9816996)"
2008,55,101193,101193,338-352 Bourke Street,Melbourne (CBD),Juliet's Champagne Bar,60,144.9632879,-37.81360425,"(-37.81360425, 144.9632879)"
2008,31,102113,102113,546-566 Collins Street,Melbourne (CBD),Nero Bar,80,144.9558446,-37.81824465,"(-37.81824465, 144.9558446)"
2008,227,576967,576967,184 Rathdowne Street,Carlton,Rathdowne Tavern ,140,144.9712295,-37.79476659,"(-37.79476659, 144.9712295)"
2008,76,589841,105749,221 Little Lonsdale Street,Melbourne (CBD),Three Degrees,775,144.9657034,-37.810658,"(-37.810658, 144.9657034)"
2006,803,111175,110477,8 Whiteman Street,Southbank,Kingpin Bowling,347,144.9586604,-37.82312164,"(-37.82312164, 144.9586604)"
2006,4,104034,104034,207-361 Flinders Street,Melbourne (CBD),Clocks At Flinders Street Station,300,144.9654659,-37.81866105,"(-37.81866105, 144.9654659)"
2006,131,108844,108844,1-5 Spencer Street,Docklands,Crown Plaza,60,144.9549939,-37.8226581,"(-37.8226581, 144.9549939)"
2008,378,103818,103818,75-79 Flemington Road,North Melbourne,Redback Brewery Hotel,650,144.9533473,-37.79895071,"(-37.79895071, 144.9533473)"
2008,807,108054,108054,40-56 Queens Bridge Street,Southbank,Crown Promenade Hotel,150,144.9597768,-37.8238538,"(-37.8238538, 144.9597768)"
2008,52,592048,592048,188-202 King Street,Melbourne (CBD),La Di Da,450,144.9556244,-37.81551353,"(-37.81551353, 144.9556244)"
2003,34,110669,110668,353 Little Collins Street,Melbourne (CBD),Grosvenor Tavern,230,144.9631329,-37.81594942,"(-37.81594942, 144.9631329)"
2013,85,105746,105746,183-265 La Trobe Street,Melbourne (CBD),Melbourne Central Lion Hotel,550,144.9630189,-37.81073331,"(-37.81073331, 144.9630189)"
2004,17,587492,103921,91-93 Flinders Lane,Melbourne (CBD),Returned & Services League - Melbourne Sub-branch,90,144.9712228,-37.81543506,"(-37.81543506, 144.9712228)"
2004,31,102113,102113,546-566 Collins Street,Melbourne (CBD),Nero Bar,80,144.9558446,-37.81824465,"(-37.81824465, 144.9558446)"
2013,424,109706,109706,297-307 Victoria Street,West Melbourne (Residential),Jawa Bar,40,144.9513664,-37.80562951,"(-37.80562951, 144.9513664)"
2013,409,100441,100441,118-126 Ireland Street,West Melbourne (Residential),Railway Hotel,241,144.9421177,-37.80605366,"(-37.80605366, 144.9421177)"
2008,103,100160,100160,196-200 A'Beckett Street,Melbourne (CBD),Nomads Industry Backpackers,200,144.9574447,-37.80998494,"(-37.80998494, 144.9574447)"
2011,6,578321,573333,2 Swanston Street,Melbourne (CBD),Beer De Luxe,355,144.9699175,-37.81784465,"(-37.81784465, 144.9699175)"
2008,66,108547,108547,199-203 Russell Street,Melbourne (CBD),Exford Hotel,300,144.9673406,-37.81179179,"(-37.81179179, 144.9673406)"
2011,74,104662,104662,106-112 Hardware Street,Melbourne (CBD),Pugg Mahones Irish Bar,200,144.9606805,-37.81213605,"(-37.81213605, 144.9606805)"
2011,57,101218,101218,118-122 Bourke Street,Melbourne (CBD),December Entertainment,72,144.969548,-37.81207418,"(-37.81207418, 144.969548)"
2004,13,106435,106435,21-31 Market Street,Melbourne (CBD),The Trust Bar,100,144.9604206,-37.81864585,"(-37.81864585, 144.9604206)"
2008,56,101207,101207,184-186 Bourke Street,Melbourne (CBD),Hollywood Karaoke Bar,204,144.9676888,-37.81267583,"(-37.81267583, 144.9676888)"
2016,85,109302,109302,281-287 Swanston Street,Melbourne (CBD),Bornga,40,144.9643593,-37.81143223,"(-37.81143223, 144.9643593)"
2016,85,109302,109302,281-287 Swanston Street,Melbourne (CBD),Mui Karaoke,243,144.9643593,-37.81143223,"(-37.81143223, 144.9643593)"
2006,66,105878,105878,242-244 Little Bourke Street,Melbourne (CBD),Shanghai Club,209,144.965603,-37.81213633,"(-37.81213633, 144.965603)"
2003,87,101023,101023,25 Bennetts Lane,Melbourne (CBD),Bennetts Lane Jazz Club,360,144.967558,-37.80889245,"(-37.80889245, 144.967558)"
2006,87,106057,106057,106 Little Lonsdale Street,Melbourne (CBD),Troika Bar,60,144.96859,-37.8091536,"(-37.8091536, 144.96859)"
2006,77,108572,108572,272 Russell Street,Melbourne (CBD),Tilt,130,144.9671371,-37.81007187,"(-37.81007187, 144.9671371)"
2006,105,109317,109317,427-433 Swanston Street,Melbourne (CBD),The Oxford Scholar Hotel,486,144.962901,-37.80846658,"(-37.80846658, 144.962901)"
2006,17,103925,103925,121-123 Flinders Lane,Melbourne (CBD),Velour,350,144.9705132,-37.81567009,"(-37.81567009, 144.9705132)"
2006,14,103946,103946,313-315 Flinders Lane,Melbourne (CBD),Mack Daddy Soprano,100,144.9638507,-37.81763918,"(-37.81763918, 144.9638507)"
2006,33,105933,105933,425-427 Little Collins Street,Melbourne (CBD),The Irish Times,170,144.9605354,-37.8162542,"(-37.8162542, 144.9605354)"
2011,801,559161,559161,3-7 Riverside Quay,Southbank,Belgian Beer Cafe Eureka,638,144.9645668,-37.82166549,"(-37.82166549, 144.9645668)"
2013,66,109952,109952,7-9 Waratah Place,Melbourne (CBD),Manchuria,80,144.9669911,-37.81162502,"(-37.81162502, 144.9669911)"
2011,36,102152,102152,162-168 Collins Street,Melbourne (CBD),Long Room,620,144.9678476,-37.81450301,"(-37.81450301, 144.9678476)"
2011,45,105960,105960,318-322 Little Collins Street,Melbourne (CBD),New Guernica,380,144.9640121,-37.81488174,"(-37.81488174, 144.9640121)"
2006,66,108547,108547,199-203 Russell Street,Melbourne (CBD),Exford Hotel,300,144.9673406,-37.81179179,"(-37.81179179, 144.9673406)"
2008,355,105636,105636,46-50 Leveson Street,North Melbourne,The Leveson,400,144.9514591,-37.80370014,"(-37.80370014, 144.9514591)"
2011,33,110148,110148,98-110 William Street,Melbourne (CBD),The Australian Club,280,144.9591218,-37.81674542,"(-37.81674542, 144.9591218)"
2008,214,106186,106186,414-422 Lygon Street,Carlton,Percys Bar & Bistro,120,144.9678126,-37.79694555,"(-37.79694555, 144.9678126)"
2008,247,106238,106238,192-202 Lygon Street,Carlton,Players On Lygon,200,144.9670522,-37.80245924,"(-37.80245924, 144.9670522)"
2008,252,106244,106244,160-162 Lygon Street,Carlton,Bar Centrale,300,144.9667699,-37.80344164,"(-37.80344164, 144.9667699)"
2011,53,110145,110145,170-176 William Street,Melbourne (CBD),Lavita Cafe On William ,50,144.9582309,-37.81492637,"(-37.81492637, 144.9582309)"
2008,104,103219,103219,413-417 Elizabeth Street,Melbourne (CBD),Workshop,230,144.9605226,-37.80918797,"(-37.80918797, 144.9605226)"
2004,76,105749,105749,278-300 Swanston Street,Melbourne (CBD),Three Degrees,457,144.9657034,-37.810658,"(-37.810658, 144.9657034)"
2004,255,101593,101593,91-95 Cardigan Street,Carlton,Hotel Lincoln,50,144.9645057,-37.80448528,"(-37.80448528, 144.9645057)"
2011,23,102099,102099,419-429 Collins Street,Melbourne (CBD),Silk Road on Collins,911,144.9606531,-37.81752882,"(-37.81752882, 144.9606531)"
2004,46,108536,108536,115-127 Russell Street,Melbourne (CBD),Portland Hotel,414,144.9681892,-37.81367486,"(-37.81367486, 144.9681892)"
2003,56,101207,101207,184-186 Bourke Street,Melbourne (CBD),Hollywood Karaoke Bar,150,144.9676888,-37.81267583,"(-37.81267583, 144.9676888)"
2008,760,108642,108642,497-503 St Kilda Road,Melbourne (Remainder),Rok's Cafe,280,144.9790762,-37.84331737,"(-37.84331737, 144.9790762)"
2003,214,106186,106186,414-422 Lygon Street,Carlton,Percys Bar & Bistro,120,144.9678126,-37.79694555,"(-37.79694555, 144.9678126)"
2011,61,105858,105858,590-592 Little Bourke Street,Melbourne (CBD),Sorry Grandma,700,144.9546987,-37.81533836,"(-37.81533836, 144.9546987)"
2008,358,109829,109829,312-316 Victoria Street,North Melbourne,Victoria Hotel,130,144.9557051,-37.80563237,"(-37.80563237, 144.9557051)"
2008,361,109842,109842,240-248 Victoria Street,North Melbourne,Central Club Hotel,150,144.9581264,-37.80591439,"(-37.80591439, 144.9581264)"
2008,347,110920,110920,161-163 Errol Street,North Melbourne,Limerick Castle Hotel & Restaurant,50,144.9496139,-37.80114341,"(-37.80114341, 144.9496139)"
2011,63,105867,105867,428-432 Little Bourke Street,Melbourne (CBD),DANSK Restaurant,100,144.9597229,-37.81392392,"(-37.81392392, 144.9597229)"
2008,58,105828,105828,19-25 Little Bourke Street,Melbourne (CBD),Mrs Parma's ,350,144.9719903,-37.81074304,"(-37.81074304, 144.9719903)"
2013,72,110106,110106,263-267 William Street,Melbourne (CBD),Metropolitan Hotel,300,144.9565837,-37.81292397,"(-37.81292397, 144.9565837)"
2013,33,110148,110148,98-110 William Street,Melbourne (CBD),The Australian Club,280,144.9591218,-37.81674542,"(-37.81674542, 144.9591218)"
2011,66,105878,105878,242-244 Little Bourke Street,Melbourne (CBD),Shanghai Club,209,144.965603,-37.81213633,"(-37.81213633, 144.965603)"
2011,48,101109,101109,39-43 Bourke Street,Melbourne (CBD),Spleen Central,100,144.9720472,-37.81193572,"(-37.81193572, 144.9720472)"
2011,48,503031,503031,19-23 Meyers Place,Melbourne (CBD),Loop Project Space & Bar,152,144.9721078,-37.8121518,"(-37.8121518, 144.9721078)"
2011,33,108067,108067,103-105 Queen Street,Melbourne (CBD),Chaise Lounge,140,144.9608476,-37.81614776,"(-37.81614776, 144.9608476)"
2008,65,105875,105875,318-322 Little Bourke Street,Melbourne (CBD),Penny Blue,50,144.9631276,-37.81292437,"(-37.81292437, 144.9631276)"
2011,215,108202,108202,415-421 Rathdowne Street,Carlton,Clare Castle Hotel,50,144.9704262,-37.79652005,"(-37.79652005, 144.9704262)"
2003,64,104376,104376,14-20 A'Beckett Street,Melbourne (CBD),Word Events,200,144.960731,-37.81328585,"(-37.81328585, 144.960731)"
2011,12,103994,103994,502-504 Flinders Street,Melbourne (CBD),Insignia on Flinders,100,144.9576571,-37.82005619,"(-37.82005619, 144.9576571)"
2013,53,110145,110145,170-176 William Street,Melbourne (CBD),Lavita Cafe On William ,50,144.9582309,-37.81492637,"(-37.81492637, 144.9582309)"
2008,67,102198,102198,22-26 Corrs Lane,Melbourne (CBD),Cash Box Ktv,200,144.9683249,-37.8109979,"(-37.8109979, 144.9683249)"
2003,87,106057,106057,106 Little Lonsdale Street,Melbourne (CBD),Troika Bar,60,144.96859,-37.8091536,"(-37.8091536, 144.96859)"
2011,64,104376,104376,14-20 Goldie Place,Melbourne (CBD),Word Events,200,144.960731,-37.81328585,"(-37.81328585, 144.960731)"
2008,1104,576024,576023,747-757 Bourke Street,Docklands,The Nixon Hotel Pty Ltd ,300,144.9479753,-37.81925128,"(-37.81925128, 144.9479753)"
2013,43,105954,105954,422-428 Little Collins Street,Melbourne (CBD),Little Red Pocket,200,144.960326,-37.8159076,"(-37.8159076, 144.960326)"
2011,131,108844,108844,1-5 Spencer Street,Docklands,Crown Plaza,60,144.9549939,-37.8226581,"(-37.8226581, 144.9549939)"
2011,1110,620312,593737,23-37 Star Crescent,Docklands,Harbour Town Hotel,498,144.9378299,-37.81315031,"(-37.81315031, 144.9378299)"
2006,33,105937,105937,443 Little Collins Street,Melbourne (CBD),Sou Sol,200,144.9600859,-37.81638558,"(-37.81638558, 144.9600859)"
2006,33,100727,100727,5-9 Bank Place,Melbourne (CBD),Mitre Tavern,300,144.9603112,-37.81680457,"(-37.81680457, 144.9603112)"
2003,17,103925,103925,121-123 Flinders Lane,Melbourne (CBD),Velour,350,144.9705132,-37.81567009,"(-37.81567009, 144.9705132)"
2013,77,108573,108573,270 Russell Street,Melbourne (CBD),Whisky and Alement,90,144.9671591,-37.81011116,"(-37.81011116, 144.9671591)"
2013,74,106017,106017,391-393 Little Lonsdale Street,Melbourne (CBD),La La Land. The Melbourne Room,175,144.9603411,-37.81187439,"(-37.81187439, 144.9603411)"
2011,33,105937,105937,435-443 Little Collins Street,Melbourne (CBD),Marrakech Bar,200,144.9600859,-37.81638558,"(-37.81638558, 144.9600859)"
2011,33,100727,100727,5-9 Bank Place,Melbourne (CBD),Mitre Tavern,300,144.9603112,-37.81680457,"(-37.81680457, 144.9603112)"
2011,33,100730,100730,12-16 Bank Place,Melbourne (CBD),Melbourne Savage Club,90,144.9605765,-37.81654467,"(-37.81654467, 144.9605765)"
2011,33,105936,105936,433 Little Collins Street,Melbourne (CBD),Dikstein's Corner Bar,145,144.9603413,-37.81631094,"(-37.81631094, 144.9603413)"
2013,43,108068,108068,111-129 Queen Street,Melbourne (CBD),Karstens At CQ ,170,144.9606367,-37.81581152,"(-37.81581152, 144.9606367)"
2013,43,108068,108068,111-129 Queen Street,Melbourne (CBD),Blue Diamond,200,144.9606367,-37.81581152,"(-37.81581152, 144.9606367)"
2013,33,108064,108064,85-91 Queen Street,Melbourne (CBD),Element Lounge,230,144.9610213,-37.81649711,"(-37.81649711, 144.9610213)"
2011,97,105493,105493,52 La Trobe Street,Melbourne (CBD),Karoke Box,100,144.9672465,-37.80828608,"(-37.80828608, 144.9672465)"
2011,105,109317,109317,427-433 Swanston Street,Melbourne (CBD),The Oxford Scholar Hotel,486,144.962901,-37.80846658,"(-37.80846658, 144.962901)"
2008,6,578324,573333,2 Swanston Street,Melbourne (CBD),Transport,900,144.9699175,-37.81784465,"(-37.81784465, 144.9699175)"
2008,6,578327,573333,2 Swanston Street,Melbourne (CBD),Zinc at Federation Square,1000,144.9699175,-37.81784465,"(-37.81784465, 144.9699175)"
2016,228,101450,101450,223-227 Canning Street,Carlton,Dan O'Connell Hotel,100,144.9733817,-37.79303229,"(-37.79303229, 144.9733817)"
2003,85,102597,102597,2-20 Drewery Place,Melbourne (CBD),Embassy Bar,303,144.9639703,-37.81130304,"(-37.81130304, 144.9639703)"
2008,43,101152,101152,457-471 Bourke Street,Melbourne (CBD),Alluva Restaurant Bar Lounge ,513,144.9601886,-37.81547268,"(-37.81547268, 144.9601886)"
2008,45,105960,105960,318-322 Little Collins Street,Melbourne (CBD),FFour,380,144.9640121,-37.81488174,"(-37.81488174, 144.9640121)"
2007,32,102117,102117,500-514 Collins Street,Melbourne (CBD),Menzies Tavern,200,144.9574732,-37.81753383,"(-37.81753383, 144.9574732)"
2008,1103,558180,558180,122-148 Harbour Esplanade,Docklands,E J Whitten Bar ,70,144.9475776,-37.81656591,"(-37.81656591, 144.9475776)"
2008,1103,558180,558180,122-148 Harbour Esplanade,Docklands,Captains Bar ,80,144.9475776,-37.81656591,"(-37.81656591, 144.9475776)"
2004,48,105968,105968,62-66 Little Collins Street,Melbourne (CBD),Bridie O'Reillys,285,144.971442,-37.81280958,"(-37.81280958, 144.971442)"
2004,48,108983,108983,103-137 Spring Street,Melbourne (CBD),Hard Rock Cafe,500,144.9729245,-37.81199351,"(-37.81199351, 144.9729245)"
